timestamp,elapsed_seconds,fatigue_score,eye_ratio,mouth_ratio,pitch_deg,yaw_deg,roll_deg,yawn_count,eye_closed_flag,head_down_flag,speed_kmh,acceleration_ms2,throttle_percent,brake_percent,steering_angle_deg,steering_grip,driving_fatigue_level,co2_rate_g_per_km,mode,eco_score,event_type,event_severity,recommendation
2025-11-16 15:50:28.759,0.4396493434906006,0,0.3,0.3,0,0,0,0,0,0,60.73,3.484,57.2,4.5,5.38,0.731,0,144.45,mixed,80.0,,,
2025-11-16 15:50:29.759,0.44942736625671387,0,0.3,0.3,0,0,0,0,0,0,60.57,-0.167,26.3,2.4,1.42,0.749,0,115.12,mixed,95.0,,,
2025-11-16 15:50:30.759,0.4653925895690918,0,0.3,0.3,0,0,0,0,0,0,59.65,-0.918,0,50.9,0.92,0.599,0,106.86,mixed,95.0,,,
2025-11-16 15:50:31.759,0.4813261032104492,0,0.3,0.3,0,0,0,0,0,0,60.13,0.477,28.6,0.0,12.13,0.668,0,115.63,mixed,95.0,,,
2025-11-16 15:50:32.759,0.4974541664123535,0,0.3,0.3,0,0,0,0,0,0,61.19,1.063,51.5,3.5,0.72,0.668,0,122.93,mixed,95.0,,,
2025-11-16 15:50:33.759,0.5131204128265381,0,0.3,0.3,0,0,0,0,0,0,62.38,1.191,61.5,0.2,-4.0,0.709,0,126.41,mixed,95.0,,,
2025-11-16 15:50:34.759,0.52968430519104,0,0.3,0.3,0,0,0,0,0,0,61.7,-0.684,0,51.4,-3.3,0.696,0,107.68,mixed,95.0,,,
2025-11-16 15:50:35.759,0.5466206073760986,0,0.3,0.3,0,0,0,0,0,0,62.88,1.185,44.3,13.0,1.75,0.659,0,121.43,mixed,95.0,,,
2025-11-16 15:50:36.759,0.569904088973999,0,0.3,0.3,0,0,0,0,0,0,64.17,1.287,63.7,3.6,9.63,0.67,0,127.78,mixed,95.0,,,
2025-11-16 15:50:37.759,0.5716981887817383,0,0.3,0.3,0,0,0,0,0,0,64.48,0.309,46.9,16.7,8.29,0.76,0,122.86,mixed,95.0,,,
2025-11-16 15:50:38.759,0.5874762535095215,0,0.3,0.3,0,0,0,0,0,0,66.85,2.373,87.7,0.1,17.59,0.693,0,136.06,mixed,87.0,,,
2025-11-16 15:50:39.759,0.6032862663269043,0,0.3,0.3,0,0,0,0,0,0,66.82,-0.034,47.3,4.3,10.96,0.654,0,123.91,mixed,95.0,,,
2025-11-16 15:50:40.759,0.6198432445526123,0,0.3,0.3,0,0,0,0,0,0,66.7,-0.114,31.0,4.2,17.49,0.654,0,118.97,mixed,95.0,,,
2025-11-16 15:50:41.759,0.6395576000213623,0,0.3,0.3,0,0,0,0,0,0,64.91,-1.796,0,97.7,-0.42,0.783,0,108.96,mixed,95.0,,,
2025-11-16 15:50:42.759,0.645498514175415,0,0.3,0.3,0,0,0,0,0,0,61.77,-3.135,0,100.0,-2.42,0.803,0,117.71,mixed,83.0,,,
2025-11-16 15:50:43.759,0.6614944934844971,0,0.3,0.3,0,0,0,0,0,0,61.1,-0.666,0,39.1,-4.52,0.787,0,107.44,mixed,95.0,,,
2025-11-16 15:50:44.759,0.6772599220275879,0,0.3,0.3,0,0,0,0,0,0,60.14,-0.965,0,54.5,-9.18,0.668,0,107.06,mixed,95.0,,,
2025-11-16 15:50:45.759,0.6810040473937988,0,0.3,0.3,0,0,0,0,0,0,61.45,1.309,52.7,2.6,2.91,0.722,0,123.38,mixed,95.0,,,
2025-11-16 15:50:46.759,0.6964457035064697,0,0.3,0.3,0,0,0,0,0,0,61.67,0.216,50.9,7.3,-2.75,0.727,0,122.94,mixed,95.0,,,
2025-11-16 15:50:47.759,0.7199344635009766,0,0.3,0.3,0,0,0,0,0,0,62.34,0.675,64.0,6.0,-16.9,0.692,0,127.15,mixed,95.0,,,
2025-11-16 15:50:48.759,0.72239089012146,0,0.3,0.3,0,0,0,0,0,0,62.49,0.149,65.9,6.7,-12.44,0.766,0,127.77,mixed,95.0,,,
2025-11-16 15:50:49.759,0.7384371757507324,0,0.3,0.3,0,0,0,0,0,0,63.47,0.98,53.2,0.9,-7.71,0.673,0,124.34,mixed,95.0,,,
2025-11-16 15:50:50.759,0.7544527053833008,0,0.3,0.3,0,0,0,0,0,0,63.57,0.097,81.1,8.8,-0.39,0.88,0,132.77,mixed,87.0,,,
2025-11-16 15:50:51.759,0.770782470703125,0,0.3,0.3,0,0,0,0,0,0,63.92,0.349,23.6,6.1,14.84,0.795,0,115.66,mixed,95.0,,,
2025-11-16 15:50:52.759,0.7865216732025146,0,0.3,0.3,0,0,0,0,0,0,63.88,-0.034,29.9,0.0,12.2,0.675,0,117.51,mixed,95.0,,,
2025-11-16 15:50:53.759,0.802302360534668,0,0.3,0.3,0,0,0,0,0,0,61.32,-2.566,0,87.8,16.29,0.657,0,117.53,mixed,83.0,,,
2025-11-16 15:50:54.759,0.8184318542480469,0,0.3,0.3,0,0,0,0,0,0,60.53,-0.786,0,25.9,5.62,0.68,0,107.21,mixed,95.0,,,
2025-11-16 15:50:55.759,0.8341240882873535,0,0.3,0.3,0,0,0,0,0,0,58.33,-2.199,0,93.0,5.07,0.637,0,106.33,mixed,95.0,,,
2025-11-16 15:50:56.759,0.846430778503418,0,0.3,0.3,0,0,0,0,0,0,58.3,-0.035,43.6,0.0,7.13,0.731,0,119.4,mixed,95.0,,,
2025-11-16 15:50:57.759,0.8644020557403564,0,0.3,0.3,0,0,0,0,0,0,58.21,-0.082,10.3,11.5,8.2,0.544,0,109.37,mixed,95.0,,,
2025-11-16 15:50:58.759,0.8808465003967285,0,0.3,0.3,0,0,0,0,0,0,58.61,0.391,63.5,1.3,16.22,0.656,0,125.48,mixed,95.0,,,
2025-11-16 15:50:59.759,0.8966865539550781,0,0.3,0.3,0,0,0,0,0,0,60.02,1.413,67.2,5.4,14.75,0.746,0,127.16,mixed,95.0,,,
2025-11-16 15:51:00.759,0.9135425090789795,0,0.3,0.3,0,0,0,0,0,0,61.29,1.271,58.7,10.9,8.52,0.643,0,125.11,mixed,95.0,,,
2025-11-16 15:51:01.759,0.9288198947906494,0,0.3,0.3,0,0,0,0,0,0,60.71,-0.582,0,39.0,1.01,0.62,0,107.28,mixed,95.0,,,
2025-11-16 15:51:02.759,0.9331202507019043,0,0.3,0.3,0,0,0,0,0,0,62.96,2.251,48.9,1.1,8.57,0.655,0,122.86,mixed,95.0,,,
2025-11-16 15:51:03.759,0.9396347999572754,0,0.3,0.3,0,0,0,0,0,0,63.11,0.158,62.4,1.5,3.56,0.804,0,126.96,mixed,95.0,,,
2025-11-16 15:51:04.759,0.9495818614959717,0,0.3,0.3,0,0,0,0,0,0,65.09,1.977,75.1,14.5,1.17,0.679,0,131.57,mixed,95.0,,,
2025-11-16 15:51:05.759,0.9654707908630371,0,0.3,0.3,0,0,0,0,0,0,65.98,0.888,63.5,12.6,1.21,0.815,0,128.44,mixed,95.0,,,
2025-11-16 15:51:06.759,0.9814302921295166,0,0.3,0.3,0,0,0,0,0,0,65.55,-0.427,23.7,9.5,-9.41,0.806,0,116.32,mixed,95.0,,,
2025-11-16 15:51:07.759,0.9962549209594727,0,0.27425771945863137,0.42485328292457913,0,0,0,0,0,0,64.63,-0.925,0,41.7,-9.67,0.792,0,108.85,mixed,95.0,,,
2025-11-16 15:51:08.759,1.0119731426239014,0,0.27425771945863137,0.42485328292457913,0,0,0,0,0,0,64.39,-0.242,47.9,1.5,-18.4,0.716,0,123.13,mixed,95.0,,,
2025-11-16 15:51:09.759,1.016059398651123,0,0.27425771945863137,0.42485328292457913,0,0,0,0,0,0,64.71,0.328,80.3,0.0,-20.36,0.656,0,132.97,mixed,87.0,,,
2025-11-16 15:51:10.759,1.029700517654419,0,0.27425771945863137,0.42485328292457913,0,0,0,0,0,0,64.65,-0.066,39.9,9.8,-17.32,0.909,0,120.82,mixed,95.0,,,
2025-11-16 15:51:11.759,1.0466241836547852,0,0.27425771945863137,0.42485328292457913,0,0,0,0,0,0,66.77,2.121,61.9,0.8,-3.44,0.798,0,128.29,mixed,95.0,,,
2025-11-16 15:51:12.759,1.0502145290374756,0,0.27425771945863137,0.42485328292457913,0,0,0,0,0,0,66.51,-0.255,44.5,1.6,-5.38,0.632,0,122.95,mixed,95.0,,,
2025-11-16 15:51:13.759,1.063070297241211,0,0.27425771945863137,0.42485328292457913,0,0,0,0,0,0,68.17,1.654,11.4,4.4,-1.66,0.842,0,113.69,mixed,95.0,,,
2025-11-16 15:51:14.759,1.0652458667755127,0,0.27425771945863137,0.42485328292457913,0,0,0,0,0,0,68.7,0.532,56.4,2.7,-11.2,0.825,0,127.41,mixed,95.0,,,
2025-11-16 15:51:15.759,1.08095383644104,0,0.27425771945863137,0.42485328292457913,0,0,0,0,0,0,69.18,0.484,47.8,10.6,-17.61,0.751,0,125.0,mixed,95.0,,,
2025-11-16 15:51:16.759,1.0987565517425537,0,0.27425771945863137,0.42485328292457913,0,0,0,0,0,0,68.04,-1.148,0,69.6,-17.13,0.624,0,110.21,mixed,95.0,,,
2025-11-16 15:51:17.759,1.1148297786712646,0,0.27425771945863137,0.42485328292457913,0,0,0,0,0,0,69.07,1.037,30.8,0.4,-14.23,0.754,0,119.88,mixed,95.0,,,
2025-11-16 15:51:18.759,1.130894422531128,0,0.27425771945863137,0.42485328292457913,0,0,0,0,0,0,67.51,-1.56,0,98.0,-28.82,0.771,0,110.01,mixed,95.0,,,
2025-11-16 15:51:19.759,1.1468799114227295,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,69.21,1.696,43.3,8.5,-19.57,0.766,0,123.69,mixed,95.0,,,
2025-11-16 15:51:20.759,1.16279935836792,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,70.74,1.526,64.9,0.0,-18.61,0.698,0,130.77,mixed,100,,,
2025-11-16 15:51:21.759,1.1794085502624512,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,70.23,-0.504,0,12.5,-12.93,0.752,0,111.09,mixed,100,,,
2025-11-16 15:51:22.759,1.1820807456970215,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,70.41,0.18,42.1,7.7,-23.64,0.786,0,123.81,mixed,100,,,
2025-11-16 15:51:23.759,1.1976737976074219,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,72.2,1.79,69.8,5.4,-31.39,0.634,0,132.82,mixed,100,,,
2025-11-16 15:51:24.759,1.2134222984313965,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,69.6,-2.597,0,83.0,-31.18,0.731,0,120.84,mixed,83.0,,,
2025-11-16 15:51:25.759,1.2297921180725098,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,68.56,-1.046,0,77.9,-16.38,0.643,0,110.42,mixed,95.0,,,
2025-11-16 15:51:26.759,1.245746374130249,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,67.13,-1.43,0,84.9,-29.68,0.716,0,109.85,mixed,95.0,,,
2025-11-16 15:51:27.759,1.2633600234985352,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,68.1,0.968,59.4,7.9,-26.19,0.739,0,128.05,mixed,95.0,,,
2025-11-16 15:51:28.759,1.2796649932861328,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,68.18,0.081,24.9,0.0,-17.01,0.788,0,117.75,mixed,95.0,,,
2025-11-16 15:51:29.759,1.2956864833831787,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,65.12,-3.061,0,100.0,3.73,0.815,0,119.05,mixed,83.0,,,
2025-11-16 15:51:30.759,1.31160569190979,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,64.89,-0.229,41.3,4.5,11.96,0.785,0,121.34,mixed,95.0,,,
2025-11-16 15:51:31.759,1.329430341720581,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,63.55,-1.336,0,62.1,5.89,0.867,0,108.42,mixed,95.0,,,
2025-11-16 15:51:32.759,1.341531753540039,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,62.34,-1.21,0,81.0,-3.52,0.747,0,107.94,mixed,95.0,,,
2025-11-16 15:51:33.759,1.3566796779632568,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,62.32,-0.018,25.2,13.7,-6.43,0.645,0,115.5,mixed,95.0,,,
2025-11-16 15:51:34.759,1.3654415607452393,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,62.94,0.614,76.7,4.7,-20.86,0.643,0,131.2,mixed,95.0,,,
2025-11-16 15:51:35.759,1.3807873725891113,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,63.93,0.997,47.6,7.0,-23.84,0.667,0,122.85,mixed,95.0,,,
2025-11-16 15:51:36.759,1.396601915359497,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,65.86,1.931,47.3,7.7,-12.14,0.683,0,123.54,mixed,95.0,,,
2025-11-16 15:51:37.759,1.4126176834106445,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,66.1,0.239,38.9,13.7,1.76,0.688,0,121.12,mixed,95.0,,,
2025-11-16 15:51:38.759,1.417283296585083,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,62.99,-3.113,0,100.0,-11.77,0.649,0,118.2,mixed,83.0,,,
2025-11-16 15:51:39.759,1.4341399669647217,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,62.05,-0.941,0,58.9,-8.94,0.559,0,107.82,mixed,95.0,,,
2025-11-16 15:51:40.759,1.449709177017212,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,61.62,-0.433,45.1,0.0,-16.06,0.62,0,121.16,mixed,95.0,,,
2025-11-16 15:51:41.759,1.4657337665557861,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,60.62,-1.001,0,65.2,-23.43,0.671,0,107.25,mixed,95.0,,,
2025-11-16 15:51:42.759,1.4815552234649658,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,61.9,1.288,44.4,1.3,-40.1,0.868,0,121.09,mixed,95.0,,,
2025-11-16 15:51:43.759,1.4975790977478027,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,60.47,-1.431,0,95.0,-31.01,0.667,0,107.19,mixed,95.0,,,
2025-11-16 15:51:44.759,1.5134799480438232,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,58.72,-1.754,0,100.0,-44.14,0.696,0,106.49,mixed,95.0,,,
2025-11-16 15:51:45.759,1.5297484397888184,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,60.78,2.056,80.4,0.5,-43.37,0.568,0,131.43,mixed,87.0,,,
2025-11-16 15:51:46.759,1.5467901229858398,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,61.57,0.795,75.0,0.0,-31.75,0.767,0,130.12,mixed,95.0,,,
2025-11-16 15:51:47.759,1.5625760555267334,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,62.96,1.395,50.5,5.6,-32.25,0.789,0,123.34,mixed,95.0,,,
2025-11-16 15:51:48.759,1.578423023223877,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,61.17,-1.793,0,99.1,-34.4,0.571,0,107.47,mixed,95.0,,,
2025-11-16 15:51:49.759,1.594402551651001,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,61.35,0.174,71.0,10.6,-28.48,0.651,0,128.83,mixed,95.0,,,
2025-11-16 15:51:50.759,1.6096694469451904,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,61.54,0.191,58.0,2.4,-25.98,0.755,0,125.01,mixed,95.0,,,
2025-11-16 15:51:51.759,1.6255223751068115,0,0.2797149611534762,0.4118760597372935,0,0,0,0,0,0,65.21,3.67,33.5,0.0,-14.91,0.639,0,139.13,mixed,80.0,,,
2025-11-16 15:51:52.759,1.6415767669677734,0,0.21580607851615485,0.4243747325675853,0,0,0,0,0,0,66.33,1.12,31.5,22.0,-19.49,0.72,0,118.98,mixed,95.0,,,
2025-11-16 15:51:53.759,1.6573457717895508,0,0.21580607851615485,0.4243747325675853,0,0,0,0,0,0,67.03,0.7,44.4,0.0,-24.99,0.713,0,123.13,mixed,95.0,,,
2025-11-16 15:51:54.759,1.6779553890228271,0,0.21580607851615485,0.4243747325675853,0,0,0,0,0,0,65.08,-1.95,0,100.0,-31.47,0.693,0,109.03,mixed,95.0,,,
2025-11-16 15:51:55.759,1.6815297603607178,0,0.21580607851615485,0.4243747325675853,0,0,0,0,0,0,62.77,-2.304,0,100.0,-39.47,0.706,0,108.11,mixed,95.0,,,
2025-11-16 15:51:56.759,1.696584939956665,0,0.21580607851615485,0.4243747325675853,0,0,0,0,0,0,61.93,-0.847,0,43.5,-42.38,0.695,0,107.77,mixed,95.0,,,
2025-11-16 15:51:57.759,1.7125091552734375,0,0.21580607851615485,0.4243747325675853,0,0,0,0,0,0,62.2,0.269,45.2,3.6,-36.85,0.727,0,121.45,mixed,95.0,,,
2025-11-16 15:51:58.759,1.7282662391662598,0,0.21580607851615485,0.4243747325675853,0,0,0,0,0,0,62.51,0.315,73.2,0.0,-31.35,0.62,0,129.96,mixed,95.0,,,
2025-11-16 15:51:59.759,1.7444267272949219,0,0.21580607851615485,0.4243747325675853,0,0,0,0,0,0,63.01,0.504,66.0,4.3,-30.93,0.62,0,128.02,mixed,95.0,,,
2025-11-16 15:52:00.759,1.759582757949829,0,0.21580607851615485,0.4243747325675853,0,0,0,0,0,0,61.58,-1.431,0,97.9,-36.04,0.741,0,107.63,mixed,95.0,,,
2025-11-16 15:52:01.759,1.7641427516937256,0,0.21580607851615485,0.4243747325675853,0,0,0,0,0,0,61.77,0.185,33.5,0.0,-39.83,0.69,0,117.77,mixed,95.0,,,
2025-11-16 15:52:02.759,1.7804005146026611,0,0.21580607851615485,0.4243747325675853,0,0,0,0,0,0,61.73,-0.039,31.6,7.1,-35.03,0.641,0,117.16,mixed,95.0,,,
2025-11-16 15:52:03.759,1.796278953552246,0,0.23725518876957222,0.49264692340693356,0,0,0,0,0,0,62.65,0.917,50.9,7.1,-18.45,0.717,0,123.31,mixed,95.0,,,
2025-11-16 15:52:04.759,1.8124032020568848,0,0.23725518876957222,0.49264692340693356,0,0,0,0,0,0,63.46,0.812,97.1,12.4,-10.38,0.592,0,137.53,mixed,87.0,,,
2025-11-16 15:52:05.759,1.8294172286987305,0,0.23725518876957222,0.49264692340693356,0,0,0,0,0,0,64.49,1.029,73.1,0.5,-4.8,0.775,0,130.74,mixed,95.0,,,
2025-11-16 15:52:06.759,1.8384439945220947,0,0.23725518876957222,0.49264692340693356,0,0,0,0,0,0,64.64,0.15,44.9,3.3,-4.34,0.809,0,122.31,mixed,95.0,,,
2025-11-16 15:52:07.759,1.8479211330413818,0,0.23725518876957222,0.49264692340693356,0,0,0,0,0,0,64.83,0.191,54.4,1.3,-4.86,0.729,0,125.24,mixed,95.0,,,
2025-11-16 15:52:08.759,1.8630049228668213,0,0.23725518876957222,0.49264692340693356,0,0,0,0,0,0,63.94,-0.886,0,55.1,-4.12,0.718,0,108.58,mixed,95.0,,,
2025-11-16 15:52:09.759,1.8796193599700928,0,0.23725518876957222,0.49264692340693356,0,0,0,0,0,0,65.78,1.837,73.4,7.6,-1.11,0.766,0,131.32,mixed,95.0,,,
2025-11-16 15:52:10.759,1.895430326461792,0,0.23725518876957222,0.49264692340693356,0,0,0,0,0,0,65.66,-0.117,20.9,0.0,7.99,0.549,0,115.54,mixed,95.0,,,
2025-11-16 15:52:11.759,1.9114971160888672,0,0.23725518876957222,0.49264692340693356,0,0,0,0,0,0,67.06,1.393,56.8,0.0,6.7,0.695,0,126.85,mixed,95.0,,,
2025-11-16 15:52:12.759,1.9168179035186768,0,0.23725518876957222,0.49264692340693356,0,0,0,0,0,0,65.98,-1.076,0,61.0,25.73,0.526,0,109.39,mixed,95.0,,,
2025-11-16 15:52:13.759,1.933366298675537,0,0.23725518876957222,0.49264692340693356,0,0,0,0,0,0,65.68,-0.295,44.9,10.6,5.51,0.563,0,122.75,mixed,95.0,,,
2025-11-16 15:52:14.759,1.9494819641113281,0,0.26971469418115357,0.44944827396779136,0,0,0,0,0,0,66.62,0.94,47.5,0.2,5.87,0.712,0,123.91,mixed,95.0,,,
2025-11-16 15:52:15.759,1.9652786254882812,0,0.26971469418115357,0.44944827396779136,0,0,0,0,0,0,65.04,-1.588,0,100.0,-7.24,0.718,0,109.01,mixed,95.0,,,
2025-11-16 15:52:16.759,1.9894146919250488,0,0.26971469418115357,0.44944827396779136,0,0,0,0,0,0,63.75,-1.289,0,91.3,5.41,0.712,0,108.5,mixed,95.0,,,
2025-11-16 15:52:17.759,1.9935121536254883,0,0.26971469418115357,0.44944827396779136,0,0,0,0,0,0,63.19,-0.557,0,20.9,9.91,0.623,0,108.28,mixed,95.0,,,
2025-11-16 15:52:18.759,2.010178565979004,0,0.26971469418115357,0.44944827396779136,0,0,0,0,0,0,65.4,2.206,40.3,4.3,22.12,0.574,0,121.24,mixed,95.0,,,
2025-11-16 15:52:19.759,2.012974262237549,0,0.26971469418115357,0.44944827396779136,0,0,0,0,0,0,67.48,2.089,52.1,0.0,13.76,0.638,0,125.62,mixed,95.0,,,
2025-11-16 15:52:20.759,2.029709577560425,0,0.26971469418115357,0.44944827396779136,0,0,0,0,0,0,67.56,0.076,35.9,9.3,14.04,0.717,0,120.79,mixed,95.0,,,
2025-11-16 15:52:21.759,2.0463147163391113,0,0.26971469418115357,0.44944827396779136,0,0,0,0,0,0,66.68,-0.883,0,62.6,7.05,0.672,0,109.67,mixed,95.0,,,
2025-11-16 15:52:22.759,2.063215494155884,0,0.26971469418115357,0.44944827396779136,0,0,0,0,0,0,63.6,-3.074,0,88.6,11.75,0.812,0,118.44,mixed,83.0,,,
2025-11-16 15:52:23.759,2.0651917457580566,0,0.26971469418115357,0.44944827396779136,0,0,0,0,0,0,62.03,-1.576,0,95.7,19.83,0.747,0,107.81,mixed,95.0,,,
